sku,url
9218810945946 ,https://shopee.vn/p-i.1429520637.28675559513
2045430808472 ,https://shopee.vn/p-i.142856269.27179249848
8573875398015 ,https://www.fahasa.com/automated-stock-trading-systems-he-thong-giao-dich-co-phieu-tu-dong.html
5570209139974 ,https://shopee.vn/p-i.84992565.17784773096
7925600392752 ,https://www.lazada.vn/products/i3141825544.html
3751739056809 ,https://www.fahasa.com/bo-sach-deo-shiokari-bang-diem-quyen-thuong-bang-diem-quyen-ha-bo-3-cuon.html
6943444460122 ,https://shopee.vn/p-i.171969282.43850427340
4424298001650 ,https://shopee.vn/p-i.243501221.28036842427
1654583552907 ,https://www.fahasa.com/boxset-thuy-vuc-quyen-thuong-quyen-ha-hop-2-cuon-tang-kem-filmstrip.html
4911468736978 ,https://shopee.vn/p-i.1283048144.40253229744
5804227132934 ,https://www.lazada.vn/products/i3142906744.html
6343441831659 ,https://www.fahasa.com/anh-phai-song.html
7950637207208 ,https://www.fahasa.com/gia-mao.html
7062223116893 ,https://www.fahasa.com/tham-tu-lung-danh-conan-tap-11-tai-ban-2023.html
3514222985729 ,https://www.fahasa.com/global-success-bai-tap-tieng-anh-lop-7-khong-dap-an.html
2446758943161 ,https://www.fahasa.com/nhung-cuoc-phieu-luu-ki-thu-tam-ban-do-kho-bau.html
7171069896037 ,https://shopee.vn/p-i.1044986550.25758654444
1274735736443 ,https://shopee.vn/p-i.805852734.19038896376
7347873320162 ,https://www.fahasa.com/don-thuoc-tang-de-khang-stress-the-stress-prescription.html
1842314633961 ,https://shopee.vn/p-i.45194730.29501063025
1082317182295 ,https://www.fahasa.com/lang-gia-bang-tap-2-tang-kem-bookmark-pvc.html
8344937386928 ,https://www.fahasa.com/sango-va-nguoi-ca-tap-3-tang-kem-postcard.html
3325889715593 ,https://shopee.vn/p-i.45194730.29314303910
5991344711195 ,https://shopee.vn/p-i.226641925.18729685003
7992456468225 ,https://shopee.vn/p-i.49835703.18922855172
6487762502707 ,https://www.fahasa.com/tham-tu-lung-danh-conan-tap-2-tai-ban-2023.html
1455258076292 ,https://www.fahasa.com/thuc-tai-xua-nay.html
2672297640439 ,https://shopee.vn/p-i.47580169.17997743793
9131177507999 ,https://www.fahasa.com/be-buoc-dau-kham-pha-danh-cho-be-0-tuoi.html
1258446605341 ,https://shopee.vn/p-i.65173602.24061463629
5310862994058 ,https://www.fahasa.com/36-ke-chinh-phuc-khach-hang-kho-tinh.html
7175925525595 ,https://www.fahasa.com/gia-trinh-ngu-phap-tieng-trung-trung-cap.html
4745526923614 ,https://shopee.vn/p-i.31986220.25406110255
7307654747261 ,https://shopee.vn/p-i.1005455348.25015443552
5694030302903 ,https://www.fahasa.com/linh-chien.html
9397731193420 ,https://www.fahasa.com/phong-quoc.html
6672930082808 ,https://www.lazada.vn/products/i2740087964.html
8728436015820 ,https://shopee.vn/p-i.270437751.24973020451
6002777341711 ,https://shopee.vn/p-i.50966696.28709440347
8785784823313 ,https://shopee.vn/p-i.45194730.27411908498
8316238164242 ,https://www.fahasa.com/global-success-bo-de-kiem-tra-tieng-anh-lop-3-tap-1-co-dap-an.html
1821232637469 ,https://www.fahasa.com/trac-nghiem-tam-ly-ban-co-phai-ke-tam-than.html
4197573209982 ,https://shopee.vn/p-i.135852798.10705421573
3684607052212 ,https://shopee.vn/p-i.717952321.24276255185
7747539085477 ,https://shopee.vn/p-i.242511295.26313364175
2665757936247 ,https://shopee.vn/p-i.119038222.26872730470
6002109792468 ,https://www.fahasa.com/tsunagu-nihongo-tieng-nhat-ket-noi-so-cap-2-tieng-nhat-giao-tiep-co-ban.html
4089149572238 ,https://shopee.vn/p-i.44665496.27812478415
2862388121875 ,https://shopee.vn/p-i.1096694921.29169169108
1574385292384 ,https://www.fahasa.com/gia-dinh-song-ngu-365-ngay-ca-nha-cung-noi-tieng-anh-nhu-nguoi-ban-ngu-hoat-dong-tai-nha-at-home-activities.html
9049848481156 ,https://www.lazada.vn/products/i3059393497.html
2044440392999 ,https://shopee.vn/p-i.47580169.28817047459
1767800146979 ,https://www.fahasa.com/bai-tap-tieng-anh-9-co-dap-an-dung-kem-sgk-global-success.html
1196319474179 ,https://shopee.vn/p-i.14390734.29124192725
9754116751150 ,https://shopee.vn/p-i.45194730.28900490373
9434829814644 ,https://www.fahasa.com/29-loi-khuyen-cua-me-ve-tien-bac-danh-cho-con-gai.html
7530995401619 ,https://shopee.vn/p-i.17387326.26869729010
